9355: Flags [P.], seq 15041528:15041876, ack 8929, win 501, length 348
20:22:31.413636 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15343636:15343840, ack 9109, win 501, length 204
20:22:31.413693 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15343840:15344044, ack 9109, win 501, length 204
20:22:31.413751 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15344044:15344248, ack 9109, win 501, length 204
20:22:31.413810 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15344248:15344452, ack 9109, win 501, length 204
20:22:31.413867 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15344452:15344656, ack 9109, win 501, length 204
20:22:31.413884 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15335860, win 516, length 0
20:22:31.413992 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15344656:15345004, ack 9109, win 501, length 348
20:22:31.414072 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15345004:15345208, ack 9109, win 501, length 204
20:22:31.414132 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15345208:15345412, ack 9109, win 501, length 204
20:22:31.414189 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15345412:15345616, ack 9109, win 501, length 204
20:22:31.414245 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15345616:15345820, ack 9109, win 501, length 204
20:22:31.414302 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15345820:15346024, ack 9109, win 501, length 204
20:22:31.414387 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15346024:15346228, ack 9109, win 501, length 204
20:22:31.414449 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15346228:15346432, ack 9109, win 501, length 204
20:22:31.414507 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15346432:15346636, ack 9109, win 501, length 204
20:22:31.414565 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15346636:15346840, ack 9109, win 501, length 204
20:22:31.414622 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15346840:15347044, ack 9109, win 501, length 204
20:22:31.414704 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15347044:15347248, ack 9109, win 501, length 204
20:22:31.414786 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15347248:15347452, ack 9109, win 501, length 204
20:22:31.414857 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15347452:15347656, ack 9109, win 501, length 204
20:22:31.414914 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15347656:15347860, ack 9109, win 501, length 204
20:22:31.414972 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15347860:15348064, ack 9109, win 501, length 204
20:22:31.415011 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15339004, win 516, length 0
20:22:31.415065 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15348064:15348412, ack 9109, win 501, length 348
20:22:31.415136 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15341044, win 516, length 0
20:22:31.415212 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15348412:15348760, ack 9109, win 501, length 348
20:22:31.415301 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15348760:15348964, ack 9109, win 501, length 204
20:22:31.415359 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15348964:15349168, ack 9109, win 501, length 204
20:22:31.415420 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15349168:15349372, ack 9109, win 501, length 204
20:22:31.415482 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15349372:15349576, ack 9109, win 501, length 204
20:22:31.415539 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15349576:15349780, ack 9109, win 501, length 204
20:22:31.415596 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15349780:15349984, ack 9109, win 501, length 204
20:22:31.415656 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15349984:15350188, ack 9109, win 501, length 204
20:22:31.415728 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15350188:15350392, ack 9109, win 501, length 204
20:22:31.415787 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15350392:15350596, ack 9109, win 501, length 204
20:22:31.415842 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15350596:15350800, ack 9109, win 501, length 204
20:22:31.415897 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15350800:15351004, ack 9109, win 501, length 204
20:22:31.415955 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15351004:15351208, ack 9109, win 501, length 204
20:22:31.416013 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15343024, win 516, length 0
20:22:31.416050 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15351208:15351412, ack 9109, win 501, length 204
20:22:31.416107 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15351412:15351760, ack 9109, win 501, length 348
20:22:31.416168 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15351760:15351964, ack 9109, win 501, length 204
20:22:31.416255 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15351964:15352168, ack 9109, win 501, length 204
20:22:31.416319 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15352168:15352372, ack 9109, win 501, length 204
20:22:31.416386 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15352372:15352576, ack 9109, win 501, length 204
20:22:31.416453 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15352576:15352780, ack 9109, win 501, length 204
20:22:31.416514 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15352780:15352984, ack 9109, win 501, length 204
20:22:31.416573 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15352984:15353188, ack 9109, win 501, length 204
20:22:31.416629 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15353188:15353392, ack 9109, win 501, length 204
20:22:31.416694 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15353392:15353596, ack 9109, win 501, length 204
20:22:31.416752 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15353596:15353800, ack 9109, win 501, length 204
20:22:31.416809 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15353800:15354004, ack 9109, win 501, length 204
20:22:31.416864 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15354004:15354208, ack 9109, win 501, length 204
20:22:31.416926 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15354208:15354412, ack 9109, win 501, length 204
20:22:31.417000 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15354412:15354616, ack 9109, win 501, length 204
20:22:31.417058 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15354616:15354820, ack 9109, win 501, length 204
20:22:31.417114 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15354820:15355024, ack 9109, win 501, length 204
20:22:31.417187 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15355024:15355228, ack 9109, win 501, length 204
20:22:31.417250 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15355228:15355432, ack 9109, win 501, length 204
20:22:31.417335 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15355432:15355636, ack 9109, win 501, length 204
20:22:31.417407 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15355636:15355840, ack 9109, win 501, length 204
20:22:31.417465 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15355840:15356044, ack 9109, win 501, length 204
20:22:31.417524 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15356044:15356248, ack 9109, win 501, length 204
20:22:31.417583 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15356248:15356452, ack 9109, win 501, length 204
20:22:31.417634 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15345616, win 516, length 0
20:22:31.417680 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15356452:15356656, ack 9109, win 501, length 204
20:22:31.417735 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15356656:15356836, ack 9109, win 501, length 180
20:22:31.417787 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15356836:15357040, ack 9109, win 501, length 204
20:22:31.417817 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15357040:15357244, ack 9109, win 501, length 204
20:22:31.417879 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15357244:15357616, ack 9109, win 501, length 372
20:22:31.417933 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15357616:15357820, ack 9109, win 501, length 204
20:22:31.418002 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15357820:15358024, ack 9109, win 501, length 204
20:22:31.418088 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15358024:15358228, ack 9109, win 501, length 204
20:22:31.418152 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15358228:15358432, ack 9109, win 501, length 204
20:22:31.418210 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15358432:15358636, ack 9109, win 501, length 204
20:22:31.418256 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15347248, win 516, length 0
20:22:31.418256 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15348412, win 511, length 0
20:22:31.418286 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15358636:15358840, ack 9109, win 501, length 204
20:22:31.418364 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15358840:15359340, ack 9109, win 501, length 500
20:22:31.418421 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15359340:15359544, ack 9109, win 501, length 204
20:22:31.418476 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15359544:15359748, ack 9109, win 501, length 204
20:22:31.418531 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15359748:15359952, ack 9109, win 501, length 204
20:22:31.418587 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15359952:15360156, ack 9109, win 501, length 204
20:22:31.418650 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15360156:15360360, ack 9109, win 501, length 204
20:22:31.418729 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15360360:15360564, ack 9109, win 501, length 204
20:22:31.418787 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15360564:15360768, ack 9109, win 501, length 204
20:22:31.418846 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15360768:15360972, ack 9109, win 501, length 204
20:22:31.418901 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15360972:15361176, ack 9109, win 501, length 204
20:22:31.418959 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15361176:15361380, ack 9109, win 501, length 204
20:22:31.419006 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15350392, win 516, length 0
20:22:31.419078 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15361380:15361728, ack 9109, win 501, length 348
20:22:31.419143 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15361728:15361932, ack 9109, win 501, length 204
20:22:31.419201 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15361932:15362136, ack 9109, win 501, length 204
20:22:31.419255 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15362136:15362340, ack 9109, win 501, length 204
20:22:31.419323 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15362340:15362544, ack 9109, win 501, length 204
20:22:31.419397 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15362544:15362748, ack 9109, win 501, length 204
20:22:31.419460 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15362748:15362952, ack 9109, win 501, length 204
20:22:31.419518 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15362952:15363156, ack 9109, win 501, length 204
20:22:31.419576 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15363156:15363360, ack 9109, win 501, length 204
20:22:31.419636 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15355024, win 516, length 0
20:22:31.419675 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15363360:15363564, ack 9109, win 501, length 204
20:22:31.419710 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15363564:15363744, ack 9109, win 501, length 180
20:22:31.419770 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15363744:15364116, ack 9109, win 501, length 372
20:22:31.419820 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15364116:15364320, ack 9109, win 501, length 204
20:22:31.419876 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15364320:15364524, ack 9109, win 501, length 204
20:22:31.419931 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15364524:15364728, ack 9109, win 501, length 204
20:22:31.419988 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15364728:15364932, ack 9109, win 501, length 204
20:22:31.420042 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15364932:15365136, ack 9109, win 501, length 204
20:22:31.420097 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15365136:15365340, ack 9109, win 501, length 204
20:22:31.420154 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15365340:15365544, ack 9109, win 501, length 204
20:22:31.420212 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15365544:15365748, ack 9109, win 501, length 204
20:22:31.420268 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15365748:15365952, ack 9109, win 501, length 204
20:22:31.420338 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15365952:15366156, ack 9109, win 501, length 204
20:22:31.420394 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15366156:15366360, ack 9109, win 501, length 204
20:22:31.420451 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15366360:15366564, ack 9109, win 501, length 204
20:22:31.420509 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15366564:15366768, ack 9109, win 501, length 204
20:22:31.420564 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15366768:15366972, ack 9109, win 501, length 204
20:22:31.420621 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15366972:15367176, ack 9109, win 501, length 204
20:22:31.420679 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15367176:15367380, ack 9109, win 501, length 204
20:22:31.420736 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15367380:15367584, ack 9109, win 501, length 204
20:22:31.420792 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15367584:15367788, ack 9109, win 501, length 204
20:22:31.420848 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15367788:15367992, ack 9109, win 501, length 204
20:22:31.420904 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15367992:15368196, ack 9109, win 501, length 204
20:22:31.420986 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15368196:15368400, ack 9109, win 501, length 204
